X	Y	S	mean [ IRI FD ECHAM4p5 Forecast ca_sst ensemble24 MONTHLY st ]
degree_east	degree_north	months since 1960-01-01	Kelvin_scale
   -101.2500    	    29.30136    	    502.0000    	    290.2359    
   -98.43750    	    29.30136    	    502.0000    	    293.6632    
   -101.2500    	    32.09194    	    503.0000    	    282.0093    
   -98.43750    	    32.09194    	    503.0000    	    282.5574    
   -101.2500    	    29.30136    	    503.0000    	    283.8445    
   -98.43750    	    29.30136    	    503.0000    	    286.9355    
   -101.2500    	    32.09194    	    504.0000    	    280.8498    
   -98.43750    	    32.09194    	    504.0000    	    280.8396    
   -101.2500    	    29.30136    	    504.0000    	    282.7014    
   -98.43750    	    29.30136    	    504.0000    	    285.4616    
   -101.2500    	    32.09194    	    505.0000    	    283.6367    
   -98.43750    	    32.09194    	    505.0000    	    283.3208    
   -101.2500    	    29.30136    	    505.0000    	    285.1155    
   -98.43750    	    29.30136    	    505.0000    	    287.8110    
   -101.2500    	    32.09194    	    506.0000    	    289.0000    
   -98.43750    	    32.09194    	    506.0000    	    288.7858    
   -101.2500    	    29.30136    	    506.0000    	    289.9544    
   -98.43750    	    29.30136    	    506.0000    	    292.9806    
   -101.2500    	    32.09194    	    507.0000    	    293.4601    
   -98.43750    	    32.09194    	    507.0000    	    293.7470    
   -101.2500    	    29.30136    	    507.0000    	    294.2495    
   -98.43750    	    29.30136    	    507.0000    	    297.3981    
   -101.2500    	    32.09194    	    508.0000    	    299.7197    
   -98.43750    	    32.09194    	    508.0000    	    299.8114    
   -101.2500    	    29.30136    	    508.0000    	    299.6143    
   -98.43750    	    29.30136    	    508.0000    	    302.9732    
   -101.2500    	    32.09194    	    509.0000    	    305.0147    
   -98.43750    	    32.09194    	    509.0000    	    305.6452    
   -101.2500    	    29.30136    	    509.0000    	    303.8925    
   -98.43750    	    29.30136    	    509.0000    	    307.3694    
   -101.2500    	    32.09194    	    510.0000    	    307.8579    
   -98.43750    	    32.09194    	    510.0000    	    308.5939    
   -101.2500    	    29.30136    	    510.0000    	    306.6100    
   -98.43750    	    29.30136    	    510.0000    	    308.7805    
   -101.2500    	    32.09194    	    511.0000    	    307.6717    
   -98.43750    	    32.09194    	    511.0000    	    308.4006    
   -101.2500    	    29.30136    	    511.0000    	    306.2262    
   -98.43750    	    29.30136    	    511.0000    	    308.6386    
   -101.2500    	    32.09194    	    512.0000    	    304.6129    
   -98.43750    	    32.09194    	    512.0000    	    305.7419    
   -101.2500    	    29.30136    	    512.0000    	    303.5029    
   -98.43750    	    29.30136    	    512.0000    	    306.9343    
   -101.2500    	    32.09194    	    513.0000    	    297.6234    
   -98.43750    	    32.09194    	    513.0000    	    298.9044    
   -101.2500    	    29.30136    	    513.0000    	    297.7835    
   -98.43750    	    29.30136    	    513.0000    	    301.5257    
   -101.2500    	    32.09194    	    514.0000    	    288.3071    
   -98.43750    	    32.09194    	    514.0000    	    289.4266    
   -101.2500    	    29.30136    	    514.0000    	    289.8485    
   -98.43750    	    29.30136    	    514.0000    	    293.5654    
   -101.2500    	    32.09194    	    515.0000    	    282.6947    
   -98.43750    	    32.09194    	    515.0000    	    282.9318    
   -101.2500    	    29.30136    	    515.0000    	    284.6192    
   -98.43750    	    29.30136    	    515.0000    	    287.4780    
   -101.2500    	    32.09194    	    516.0000    	    281.8106    
   -98.43750    	    32.09194    	    516.0000    	    281.4630    
   -101.2500    	    29.30136    	    516.0000    	    283.8023    
   -98.43750    	    29.30136    	    516.0000    	    286.2480    
   -101.2500    	    32.09194    	    517.0000    	    283.9741    
   -98.43750    	    32.09194    	    517.0000    	    283.7421    
   -101.2500    	    29.30136    	    517.0000    	    285.6212    
   -98.43750    	    29.30136    	    517.0000    	    288.0210    
   -101.2500    	    32.09194    	    518.0000    	    288.0670    
   -98.43750    	    32.09194    	    518.0000    	    287.8761    
   -101.2500    	    29.30136    	    518.0000    	    289.1626    
   -98.43750    	    29.30136    	    518.0000    	    291.7758    
   -101.2500    	    32.09194    	    519.0000    	    293.6624    
   -98.43750    	    32.09194    	    519.0000    	    293.2754    
   -101.2500    	    29.30136    	    519.0000    	    294.6406    
   -98.43750    	    29.30136    	    519.0000    	    297.3146    
   -101.2500    	    32.09194    	    520.0000    	    299.1447    
   -98.43750    	    32.09194    	    520.0000    	    299.1890    
   -101.2500    	    29.30136    	    520.0000    	    299.0872    
   -98.43750    	    29.30136    	    520.0000    	    302.0885    
   -101.2500    	    32.09194    	    521.0000    	    306.0342    
   -98.43750    	    32.09194    	    521.0000    	    306.4005    
   -101.2500    	    29.30136    	    521.0000    	    304.8263    
   -98.43750    	    29.30136    	    521.0000    	    308.0439    
   -101.2500    	    32.09194    	    522.0000    	    308.6541    
   -98.43750    	    32.09194    	    522.0000    	    309.3130    
   -101.2500    	    29.30136    	    522.0000    	    307.0736    
   -98.43750    	    29.30136    	    522.0000    	    309.2030    
   -101.2500    	    32.09194    	    523.0000    	    307.9059    
   -98.43750    	    32.09194    	    523.0000    	    308.5002    
   -101.2500    	    29.30136    	    523.0000    	    306.1468    
   -98.43750    	    29.30136    	    523.0000    	    308.3727    
   -101.2500    	    32.09194    	    524.0000    	    304.8413    
   -98.43750    	    32.09194    	    524.0000    	    305.4755    
   -101.2500    	    29.30136    	    524.0000    	    303.6497    
   -98.43750    	    29.30136    	    524.0000    	    306.8181    
   -101.2500    	    32.09194    	    525.0000    	    298.9223    
   -98.43750    	    32.09194    	    525.0000    	    300.0979    
   -101.2500    	    29.30136    	    525.0000    	    298.8253    
   -98.43750    	    29.30136    	    525.0000    	    302.3322    
   -101.2500    	    32.09194    	    526.0000    	    290.4027    
   -98.43750    	    32.09194    	    526.0000    	    291.3864    
   -101.2500    	    29.30136    	    526.0000    	    291.9351    
   -98.43750    	    29.30136    	    526.0000    	    295.3522    
   -101.2500    	    32.09194    	    527.0000    	    282.9579    
   -98.43750    	    32.09194    	    527.0000    	    283.3586    
   -101.2500    	    29.30136    	    527.0000    	    284.5620    
   -98.43750    	    29.30136    	    527.0000    	    287.5800    
   -101.2500    	    32.09194    	    528.0000    	    280.8358    
   -98.43750    	    32.09194    	    528.0000    	    280.4310    
   -101.2500    	    29.30136    	    528.0000    	    282.6641    
   -98.43750    	    29.30136    	    528.0000    	    284.9680    
   -101.2500    	    32.09194    	    529.0000    	    284.1603    
   -98.43750    	    32.09194    	    529.0000    	    283.7971    
   -101.2500    	    29.30136    	    529.0000    	    285.6618    
   -98.43750    	    29.30136    	    529.0000    	    288.1807    
   -101.2500    	    32.09194    	    530.0000    	    289.4906    
   -98.43750    	    32.09194    	    530.0000    	    289.3804    
   -101.2500    	    29.30136    	    530.0000    	    290.7704    
   -98.43750    	    29.30136    	    530.0000    	    293.6273    
   -101.2500    	    32.09194    	    531.0000    	    294.3414    
   -98.43750    	    32.09194    	    531.0000    	    294.4760    
   -101.2500    	    29.30136    	    531.0000    	    294.8637    
   -98.43750    	    29.30136    	    531.0000    	    297.9414    
   -101.2500    	    32.09194    	    532.0000    	    300.6860    
   -98.43750    	    32.09194    	    532.0000    	    300.7384    
   -101.2500    	    29.30136    	    532.0000    	    300.5172    
   -98.43750    	    29.30136    	    532.0000    	    303.3792    
   -101.2500    	    32.09194    	    533.0000    	    305.4684    
   -98.43750    	    32.09194    	    533.0000    	    305.9907    
   -101.2500    	    29.30136    	    533.0000    	    304.2702    
   -98.43750    	    29.30136    	    533.0000    	    307.1983    
   -101.2500    	    32.09194    	    534.0000    	    308.7985    
   -98.43750    	    32.09194    	    534.0000    	    309.2279    
   -101.2500    	    29.30136    	    534.0000    	    307.4146    
   -98.43750    	    29.30136    	    534.0000    	    309.3459    
   -101.2500    	    32.09194    	    535.0000    	    308.3663    
   -98.43750    	    32.09194    	    535.0000    	    309.2512    
   -101.2500    	    29.30136    	    535.0000    	    307.2347    
   -98.43750    	    29.30136    	    535.0000    	    309.5915    
   -101.2500    	    32.09194    	    536.0000    	    304.5367    
   -98.43750    	    32.09194    	    536.0000    	    305.2428    
   -101.2500    	    29.30136    	    536.0000    	    303.4922    
   -98.43750    	    29.30136    	    536.0000    	    306.7132    
   -101.2500    	    32.09194    	    537.0000    	    296.8586    
   -98.43750    	    32.09194    	    537.0000    	    297.8812    
   -101.2500    	    29.30136    	    537.0000    	    297.0228    
   -98.43750    	    29.30136    	    537.0000    	    300.6018    
   -101.2500    	    32.09194    	    538.0000    	    288.0268    
   -98.43750    	    32.09194    	    538.0000    	    288.9413    
   -101.2500    	    29.30136    	    538.0000    	    289.7879    
   -98.43750    	    29.30136    	    538.0000    	    293.2838    
   -101.2500    	    32.09194    	    539.0000    	    282.5475    
   -98.43750    	    32.09194    	    539.0000    	    282.9106    
   -101.2500    	    29.30136    	    539.0000    	    284.0905    
   -98.43750    	    29.30136    	    539.0000    	    286.9632    
   -101.2500    	    32.09194    	    540.0000    	    282.2266    
   -98.43750    	    32.09194    	    540.0000    	    282.0624    
   -101.2500    	    29.30136    	    540.0000    	    283.7990    
   -98.43750    	    29.30136    	    540.0000    	    286.4930    
   -101.2500    	    32.09194    	    541.0000    	    284.0271    
   -98.43750    	    32.09194    	    541.0000    	    284.0074    
   -101.2500    	    29.30136    	    541.0000    	    285.2803    
   -98.43750    	    29.30136    	    541.0000    	    288.1359    
   -101.2500    	    32.09194    	    542.0000    	    288.2408    
   -98.43750    	    32.09194    	    542.0000    	    288.2118    
   -101.2500    	    29.30136    	    542.0000    	    289.5441    
   -98.43750    	    29.30136    	    542.0000    	    292.2845    
   -101.2500    	    32.09194    	    543.0000    	    294.0664    
   -98.43750    	    32.09194    	    543.0000    	    293.9650    
   -101.2500    	    29.30136    	    543.0000    	    294.5316    
   -98.43750    	    29.30136    	    543.0000    	    297.4095    
   -101.2500    	    32.09194    	    544.0000    	    299.7666    
   -98.43750    	    32.09194    	    544.0000    	    299.8456    
   -101.2500    	    29.30136    	    544.0000    	    299.9281    
   -98.43750    	    29.30136    	    544.0000    	    302.8771    
   -101.2500    	    32.09194    	    545.0000    	    306.3110    
   -98.43750    	    32.09194    	    545.0000    	    307.0268    
   -101.2500    	    29.30136    	    545.0000    	    305.1143    
   -98.43750    	    29.30136    	    545.0000    	    307.6383    
   -101.2500    	    32.09194    	    546.0000    	    308.8155    
   -98.43750    	    32.09194    	    546.0000    	    309.7131    
   -101.2500    	    29.30136    	    546.0000    	    307.2526    
   -98.43750    	    29.30136    	    546.0000    	    309.4938    
   -101.2500    	    32.09194    	    547.0000    	    308.3050    
   -98.43750    	    32.09194    	    547.0000    	    308.9341    
   -101.2500    	    29.30136    	    547.0000    	    306.6602    
   -98.43750    	    29.30136    	    547.0000    	    309.2338    
   -101.2500    	    32.09194    	    548.0000    	    305.5318    
   -98.43750    	    32.09194    	    548.0000    	    306.3172    
   -101.2500    	    29.30136    	    548.0000    	    304.2337    
   -98.43750    	    29.30136    	    548.0000    	    307.5314    
   -101.2500    	    32.09194    	    549.0000    	    298.8914    
   -98.43750    	    32.09194    	    549.0000    	    299.5958    
   -101.2500    	    29.30136    	    549.0000    	    298.8059    
   -98.43750    	    29.30136    	    549.0000    	    301.7244    
   -101.2500    	    32.09194    	    550.0000    	    290.3558    
   -98.43750    	    32.09194    	    550.0000    	    291.4563    
   -101.2500    	    29.30136    	    550.0000    	    292.0161    
   -98.43750    	    29.30136    	    550.0000    	    295.4997    
   -101.2500    	    32.09194    	    551.0000    	    284.2480    
   -98.43750    	    32.09194    	    551.0000    	    284.8107    
   -101.2500    	    29.30136    	    551.0000    	    286.1782    
   -98.43750    	    29.30136    	    551.0000    	    289.4043    
   -101.2500    	    32.09194    	    552.0000    	    282.1293    
   -98.43750    	    32.09194    	    552.0000    	    282.1881    
   -101.2500    	    29.30136    	    552.0000    	    284.1526    
   -98.43750    	    29.30136    	    552.0000    	    286.8898    
   -101.2500    	    32.09194    	    553.0000    	    284.3725    
   -98.43750    	    32.09194    	    553.0000    	    284.4044    
   -101.2500    	    29.30136    	    553.0000    	    286.4281    
   -98.43750    	    29.30136    	    553.0000    	    289.2280    
   -101.2500    	    32.09194    	    554.0000    	    289.5109    
   -98.43750    	    32.09194    	    554.0000    	    289.3947    
   -101.2500    	    29.30136    	    554.0000    	    291.5031    
   -98.43750    	    29.30136    	    554.0000    	    294.5579    
   -101.2500    	    32.09194    	    555.0000    	    295.9103    
   -98.43750    	    32.09194    	    555.0000    	    295.7466    
   -101.2500    	    29.30136    	    555.0000    	    296.5167    
   -98.43750    	    29.30136    	    555.0000    	    299.3524    
   -101.2500    	    32.09194    	    556.0000    	    301.1767    
   -98.43750    	    32.09194    	    556.0000    	    301.3399    
   -101.2500    	    29.30136    	    556.0000    	    300.9665    
   -98.43750    	    29.30136    	    556.0000    	    304.1034    
   -101.2500    	    32.09194    	    557.0000    	    306.4779    
   -98.43750    	    32.09194    	    557.0000    	    306.7474    
   -101.2500    	    29.30136    	    557.0000    	    304.9932    
   -98.43750    	    29.30136    	    557.0000    	    307.6948    
   -101.2500    	    32.09194    	    558.0000    	    309.2235    
   -98.43750    	    32.09194    	    558.0000    	    309.8866    
   -101.2500    	    29.30136    	    558.0000    	    307.5281    
   -98.43750    	    29.30136    	    558.0000    	    309.5901    
   -101.2500    	    32.09194    	    559.0000    	    307.7205    
   -98.43750    	    32.09194    	    559.0000    	    308.3297    
   -101.2500    	    29.30136    	    559.0000    	    305.7151    
   -98.43750    	    29.30136    	    559.0000    	    308.2712    
   -101.2500    	    32.09194    	    560.0000    	    304.7240    
   -98.43750    	    32.09194    	    560.0000    	    305.2882    
   -101.2500    	    29.30136    	    560.0000    	    303.3343    
   -98.43750    	    29.30136    	    560.0000    	    306.5898    
   -101.2500    	    32.09194    	    561.0000    	    298.5841    
   -98.43750    	    32.09194    	    561.0000    	    299.7568    
   -101.2500    	    29.30136    	    561.0000    	    298.7411    
   -98.43750    	    29.30136    	    561.0000    	    302.2438    
   -101.2500    	    32.09194    	    562.0000    	    289.0164    
   -98.43750    	    32.09194    	    562.0000    	    290.0565    
   -101.2500    	    29.30136    	    562.0000    	    290.9448    
   -98.43750    	    29.30136    	    562.0000    	    294.5199    
   -101.2500    	    32.09194    	    563.0000    	    282.8885    
   -98.43750    	    32.09194    	    563.0000    	    283.3009    
   -101.2500    	    29.30136    	    563.0000    	    284.9709    
   -98.43750    	    29.30136    	    563.0000    	    287.8072    
   -101.2500    	    32.09194    	    564.0000    	    282.2505    
   -98.43750    	    32.09194    	    564.0000    	    282.4199    
   -101.2500    	    29.30136    	    564.0000    	    284.1658    
   -98.43750    	    29.30136    	    564.0000    	    286.9791    
   -101.2500    	    32.09194    	    565.0000    	    284.7485    
   -98.43750    	    32.09194    	    565.0000    	    284.8233    
   -101.2500    	    29.30136    	    565.0000    	    286.2337    
   -98.43750    	    29.30136    	    565.0000    	    289.0806    
   -101.2500    	    32.09194    	    566.0000    	    288.9482    
   -98.43750    	    32.09194    	    566.0000    	    288.6451    
   -101.2500    	    29.30136    	    566.0000    	    290.0609    
   -98.43750    	    29.30136    	    566.0000    	    292.7593    
   -101.2500    	    32.09194    	    567.0000    	    294.0276    
   -98.43750    	    32.09194    	    567.0000    	    293.9681    
   -101.2500    	    29.30136    	    567.0000    	    294.7123    
   -98.43750    	    29.30136    	    567.0000    	    297.7360    
   -101.2500    	    32.09194    	    568.0000    	    299.9727    
   -98.43750    	    32.09194    	    568.0000    	    300.0834    
   -101.2500    	    29.30136    	    568.0000    	    299.6956    
   -98.43750    	    29.30136    	    568.0000    	    302.5399    
   -101.2500    	    32.09194    	    569.0000    	    306.1921    
   -98.43750    	    32.09194    	    569.0000    	    306.7426    
   -101.2500    	    29.30136    	    569.0000    	    304.7034    
   -98.43750    	    29.30136    	    569.0000    	    307.4051    
   -101.2500    	    32.09194    	    570.0000    	    308.1854    
   -98.43750    	    32.09194    	    570.0000    	    309.1006    
   -101.2500    	    29.30136    	    570.0000    	    306.6770    
   -98.43750    	    29.30136    	    570.0000    	    309.1850    
   -101.2500    	    32.09194    	    571.0000    	    307.9307    
   -98.43750    	    32.09194    	    571.0000    	    308.5949    
   -101.2500    	    29.30136    	    571.0000    	    306.3287    
   -98.43750    	    29.30136    	    571.0000    	    308.7054    
   -101.2500    	    32.09194    	    572.0000    	    304.7621    
   -98.43750    	    32.09194    	    572.0000    	    305.5711    
   -101.2500    	    29.30136    	    572.0000    	    303.4411    
   -98.43750    	    29.30136    	    572.0000    	    306.8940    
   -101.2500    	    32.09194    	    573.0000    	    299.2163    
   -98.43750    	    32.09194    	    573.0000    	    300.0768    
   -101.2500    	    29.30136    	    573.0000    	    299.1003    
   -98.43750    	    29.30136    	    573.0000    	    302.4612    
   -101.2500    	    32.09194    	    574.0000    	    290.8064    
   -98.43750    	    32.09194    	    574.0000    	    292.1795    
   -101.2500    	    29.30136    	    574.0000    	    292.5540    
   -98.43750    	    29.30136    	    574.0000    	    296.2141    
   -101.2500    	    32.09194    	    575.0000    	    284.8566    
   -98.43750    	    32.09194    	    575.0000    	    285.6456    
   -101.2500    	    29.30136    	    575.0000    	    287.3038    
   -98.43750    	    29.30136    	    575.0000    	    290.3302    
   -101.2500    	    32.09194    	    576.0000    	    283.3706    
   -98.43750    	    32.09194    	    576.0000    	    283.7024    
   -101.2500    	    29.30136    	    576.0000    	    285.9804    
   -98.43750    	    29.30136    	    576.0000    	    288.7071    
   -101.2500    	    32.09194    	    577.0000    	    286.0322    
   -98.43750    	    32.09194    	    577.0000    	    286.2061    
   -101.2500    	    29.30136    	    577.0000    	    288.2217    
   -98.43750    	    29.30136    	    577.0000    	    290.8264    
   -101.2500    	    32.09194    	    578.0000    	    291.2905    
   -98.43750    	    32.09194    	    578.0000    	    291.0768    
   -101.2500    	    29.30136    	    578.0000    	    293.3037    
   -98.43750    	    29.30136    	    578.0000    	    295.9975    
   -101.2500    	    32.09194    	    579.0000    	    297.0480    
   -98.43750    	    32.09194    	    579.0000    	    296.9797    
   -101.2500    	    29.30136    	    579.0000    	    297.9083    
   -98.43750    	    29.30136    	    579.0000    	    300.4661    
   -101.2500    	    32.09194    	    580.0000    	    302.5735    
   -98.43750    	    32.09194    	    580.0000    	    303.0168    
   -101.2500    	    29.30136    	    580.0000    	    302.1974    
   -98.43750    	    29.30136    	    580.0000    	    305.0142    
   -101.2500    	    32.09194    	    581.0000    	    307.1447    
   -98.43750    	    32.09194    	    581.0000    	    307.7096    
   -101.2500    	    29.30136    	    581.0000    	    305.6141    
   -98.43750    	    29.30136    	    581.0000    	    308.2604    
   -101.2500    	    32.09194    	    582.0000    	    309.0455    
   -98.43750    	    32.09194    	    582.0000    	    309.5041    
   -101.2500    	    29.30136    	    582.0000    	    307.1385    
   -98.43750    	    29.30136    	    582.0000    	    309.1989    
   -101.2500    	    32.09194    	    583.0000    	    308.2268    
   -98.43750    	    32.09194    	    583.0000    	    308.7473    
   -101.2500    	    29.30136    	    583.0000    	    306.3357    
   -98.43750    	    29.30136    	    583.0000    	    308.8257    
   -101.2500    	    32.09194    	    584.0000    	    304.5927    
   -98.43750    	    32.09194    	    584.0000    	    305.4460    
   -101.2500    	    29.30136    	    584.0000    	    303.4688    
   -98.43750    	    29.30136    	    584.0000    	    306.9180    
   -101.2500    	    32.09194    	    585.0000    	    298.9680    
   -98.43750    	    32.09194    	    585.0000    	    299.8381    
   -101.2500    	    29.30136    	    585.0000    	    298.8132    
   -98.43750    	    29.30136    	    585.0000    	    301.8858    
   -101.2500    	    32.09194    	    586.0000    	    290.4200    
   -98.43750    	    32.09194    	    586.0000    	    291.2736    
   -101.2500    	    29.30136    	    586.0000    	    292.2352    
   -98.43750    	    29.30136    	    586.0000    	    295.4257    
   -101.2500    	    32.09194    	    587.0000    	    284.2192    
   -98.43750    	    32.09194    	    587.0000    	    284.8999    
   -101.2500    	    29.30136    	    587.0000    	    286.7871    
   -98.43750    	    29.30136    	    587.0000    	    289.9382    
   -101.2500    	    32.09194    	    588.0000    	    282.4052    
   -98.43750    	    32.09194    	    588.0000    	    282.3709    
   -101.2500    	    29.30136    	    588.0000    	    284.5908    
   -98.43750    	    29.30136    	    588.0000    	    287.1798    
   -101.2500    	    32.09194    	    589.0000    	    285.2930    
   -98.43750    	    32.09194    	    589.0000    	    284.8988    
   -101.2500    	    29.30136    	    589.0000    	    287.4273    
   -98.43750    	    29.30136    	    589.0000    	    289.8987    
   -101.2500    	    32.09194    	    590.0000    	    290.5383    
   -98.43750    	    32.09194    	    590.0000    	    290.1809    
   -101.2500    	    29.30136    	    590.0000    	    292.1151    
   -98.43750    	    29.30136    	    590.0000    	    294.8855    
   -101.2500    	    32.09194    	    591.0000    	    295.5253    
   -98.43750    	    32.09194    	    591.0000    	    295.4921    
   -101.2500    	    29.30136    	    591.0000    	    296.1404    
   -98.43750    	    29.30136    	    591.0000    	    299.2181    
   -101.2500    	    32.09194    	    592.0000    	    300.3753    
   -98.43750    	    32.09194    	    592.0000    	    300.5311    
   -101.2500    	    29.30136    	    592.0000    	    300.0308    
   -98.43750    	    29.30136    	    592.0000    	    303.1661    
   -101.2500    	    32.09194    	    593.0000    	    306.0692    
   -98.43750    	    32.09194    	    593.0000    	    306.3308    
   -101.2500    	    29.30136    	    593.0000    	    304.6296    
   -98.43750    	    29.30136    	    593.0000    	    307.5636    
   -101.2500    	    32.09194    	    594.0000    	    12.88855    
   -98.43750    	    32.09194    	    594.0000    	    12.91642    
   -101.2500    	    29.30136    	    594.0000    	    12.78951    
   -98.43750    	    29.30136    	    594.0000    	    12.86832    
   -101.2500    	    32.09194    	    595.0000    	    308.1081    
   -98.43750    	    32.09194    	    595.0000    	    308.4995    
   -101.2500    	    29.30136    	    595.0000    	    306.4298    
   -98.43750    	    29.30136    	    595.0000    	    308.7419    
   -101.2500    	    32.09194    	    596.0000    	    304.5059    
   -98.43750    	    32.09194    	    596.0000    	    305.3828    
   -101.2500    	    29.30136    	    596.0000    	    303.1730    
   -98.43750    	    29.30136    	    596.0000    	    306.5935    
   -101.2500    	    32.09194    	    597.0000    	    298.1594    
   -98.43750    	    32.09194    	    597.0000    	    298.9620    
   -101.2500    	    29.30136    	    597.0000    	    298.1247    
   -98.43750    	    29.30136    	    597.0000    	    301.4239    
   -101.2500    	    32.09194    	    598.0000    	    287.7207    
   -98.43750    	    32.09194    	    598.0000    	    288.3680    
   -101.2500    	    29.30136    	    598.0000    	    289.4602    
   -98.43750    	    29.30136    	    598.0000    	    292.9365    
   -101.2500    	    32.09194    	    599.0000    	    282.2316    
   -98.43750    	    32.09194    	    599.0000    	    282.3199    
   -101.2500    	    29.30136    	    599.0000    	    283.7169    
   -98.43750    	    29.30136    	    599.0000    	    286.5016    
   -101.2500    	    32.09194    	    600.0000    	    11.80119    
   -98.43750    	    32.09194    	    600.0000    	    11.77113    
   -101.2500    	    29.30136    	    600.0000    	    11.89974    
   -98.43750    	    29.30136    	    600.0000    	    12.01293    
   -101.2500    	    32.09194    	    601.0000    	   0.0000000E+00
   -98.43750    	    32.09194    	    601.0000    	   0.0000000E+00
   -101.2500    	    29.30136    	    601.0000    	   0.0000000E+00
   -98.43750    	    29.30136    	    601.0000    	   0.0000000E+00
   -101.2500    	    32.09194    	    602.0000    	   0.0000000E+00
   -98.43750    	    32.09194    	    602.0000    	   0.0000000E+00
   -101.2500    	    29.30136    	    602.0000    	   0.0000000E+00
   -98.43750    	    29.30136    	    602.0000    	   0.0000000E+00
   -101.2500    	    32.09194    	    603.0000    	   0.0000000E+00
   -98.43750    	    32.09194    	    603.0000    	   0.0000000E+00
   -101.2500    	    29.30136    	    603.0000    	   0.0000000E+00
   -98.43750    	    29.30136    	    603.0000    	   0.0000000E+00
   -101.2500    	    32.09194    	    604.0000    	   0.0000000E+00
   -98.43750    	    32.09194    	    604.0000    	   0.0000000E+00
   -101.2500    	    29.30136    	    604.0000    	   0.0000000E+00
   -98.43750    	    29.30136    	    604.0000    	   0.0000000E+00
   -101.2500    	    32.09194    	    605.0000    	    306.7537    
   -98.43750    	    32.09194    	    605.0000    	    307.0679    
   -101.2500    	    29.30136    	    605.0000    	    305.8176    
   -98.43750    	    29.30136    	    605.0000    	    308.2476    
   -101.2500    	    32.09194    	    606.0000    	    309.0171    
   -98.43750    	    32.09194    	    606.0000    	    310.1336    
   -101.2500    	    29.30136    	    606.0000    	    307.6479    
   -98.43750    	    29.30136    	    606.0000    	    310.3387    
   -101.2500    	    32.09194    	    607.0000    	    308.3114    
   -98.43750    	    32.09194    	    607.0000    	    309.0735    
   -101.2500    	    29.30136    	    607.0000    	    306.7720    
   -98.43750    	    29.30136    	    607.0000    	    309.3262    
   -101.2500    	    32.09194    	    608.0000    	    306.1385    
   -98.43750    	    32.09194    	    608.0000    	    306.9405    
   -101.2500    	    29.30136    	    608.0000    	    305.0468    
   -98.43750    	    29.30136    	    608.0000    	    308.1702    
   -101.2500    	    32.09194    	    609.0000    	    299.8357    
   -98.43750    	    32.09194    	    609.0000    	    300.6614    
   -101.2500    	    29.30136    	    609.0000    	    299.8855    
   -98.43750    	    29.30136    	    609.0000    	    302.7439    
   -101.2500    	    32.09194    	    610.0000    	    291.7602    
   -98.43750    	    32.09194    	    610.0000    	    293.0020    
   -101.2500    	    29.30136    	    610.0000    	    293.4383    
   -98.43750    	    29.30136    	    610.0000    	    296.6846    
   -101.2500    	    32.09194    	    611.0000    	    285.0287    
   -98.43750    	    32.09194    	    611.0000    	    285.9438    
   -101.2500    	    29.30136    	    611.0000    	    287.5618    
   -98.43750    	    29.30136    	    611.0000    	    290.7189    
   -101.2500    	    32.09194    	    612.0000    	    283.8751    
   -98.43750    	    32.09194    	    612.0000    	    284.2403    
   -101.2500    	    29.30136    	    612.0000    	    286.8059    
   -98.43750    	    29.30136    	    612.0000    	    289.5946    
   -101.2500    	    32.09194    	    613.0000    	    286.0981    
   -98.43750    	    32.09194    	    613.0000    	    285.7359    
   -101.2500    	    29.30136    	    613.0000    	    288.6149    
   -98.43750    	    29.30136    	    613.0000    	    291.0236    
   -101.2500    	    32.09194    	    614.0000    	    291.7435    
   -98.43750    	    32.09194    	    614.0000    	    291.6656    
   -101.2500    	    29.30136    	    614.0000    	    294.1712    
   -98.43750    	    29.30136    	    614.0000    	    296.6652    
   -101.2500    	    32.09194    	    615.0000    	    296.9688    
   -98.43750    	    32.09194    	    615.0000    	    297.0342    
   -101.2500    	    29.30136    	    615.0000    	    297.9356    
   -98.43750    	    29.30136    	    615.0000    	    300.6951    
   -101.2500    	    32.09194    	    616.0000    	    302.0814    
   -98.43750    	    32.09194    	    616.0000    	    302.8028    
   -101.2500    	    29.30136    	    616.0000    	    301.7709    
   -98.43750    	    29.30136    	    616.0000    	    305.0003    
   -101.2500    	    32.09194    	    617.0000    	    307.1166    
   -98.43750    	    32.09194    	    617.0000    	    307.6866    
   -101.2500    	    29.30136    	    617.0000    	    305.6457    
   -98.43750    	    29.30136    	    617.0000    	    308.2701    
   -101.2500    	    32.09194    	    618.0000    	    308.9832    
   -98.43750    	    32.09194    	    618.0000    	    309.5900    
   -101.2500    	    29.30136    	    618.0000    	    307.2694    
   -98.43750    	    29.30136    	    618.0000    	    309.4188    
   -101.2500    	    32.09194    	    619.0000    	    308.5268    
   -98.43750    	    32.09194    	    619.0000    	    308.9836    
   -101.2500    	    29.30136    	    619.0000    	    306.8007    
   -98.43750    	    29.30136    	    619.0000    	    309.2144    
   -101.2500    	    32.09194    	    620.0000    	    305.3275    
   -98.43750    	    32.09194    	    620.0000    	    306.2426    
   -101.2500    	    29.30136    	    620.0000    	    304.2809    
   -98.43750    	    29.30136    	    620.0000    	    307.7134    
   -101.2500    	    32.09194    	    621.0000    	    299.2985    
   -98.43750    	    32.09194    	    621.0000    	    299.9704    
   -101.2500    	    29.30136    	    621.0000    	    299.3591    
   -98.43750    	    29.30136    	    621.0000    	    302.1100    
