Y M L ENSO 0.0001 0.0001
1992 07 3 1 356.111 390.723
1993 07 3 1 204.711 131.488
1994 07 3 0 146.914 181.487
1995 07 3 0 145.379 177.608
1996 07 3 0 124.738 90.594
1997 07 3 1 771.265 337.106
1998 07 3 1 87.9984 138.052
1999 07 3 1 140.39 111.6
2000 07 3 0 100.015 109.821
2001 07 3 0 122.894 101.901
2002 07 3 1 97.3878 102.116
2003 07 3 0 162.769 128.203
2004 07 3 1 402.13 269.205
2005 07 3 0 337.852 162.446
2006 07 3 0 159.021 64.7254
2007 07 3 0 532.066 211.869
2008 07 3 0 87.9662 53.8305
2009 07 3 1 102.369 46.6034
2010 07 3 1 152.73 86.9426
2011 07 3 0 25.6876 54.6643
2012 07 3 1 42.2891 105.207
2013 07 3 0 28.4054 87.9615
2014 07 3 0 40.8519 76.4002
2015 07 3 1 73.5603 330.89
2016 07 3 0 94.3388 236.797
1982 08 4 1 183.606 54.5039
1983 08 4 0 59.9057 122.496
1984 08 4 0 79.9986 135.534
1985 08 4 0 55.7378 66.243
1986 08 4 0 62.8422 97.6275
1987 08 4 1 307.947 277.001
1988 08 4 1 608.191 695.853
1989 08 4 0 77.1563 108.261
1990 08 4 0 369.195 269.155
1991 08 4 1 102.66 65.2169
1992 08 4 0 374.006 188.925
1993 08 4 0 74.161 45.0881
1994 08 4 1 52.5981 64.8529
1995 08 4 0 81.2713 57.8275
1996 08 4 0 139.563 80.4988
1997 08 4 1 206.717 188.171
1998 08 4 1 113.174 50.9232
1999 08 4 1 67.0222 105.496
2000 08 4 0 40.3869 35.8643
2001 08 4 0 82.2521 92.4725
2002 08 4 1 196.401 462.387
2003 08 4 0 99.0602 117.497
2004 08 4 1 140.645 163.976
2005 08 4 0 119.509 88.6555
2006 08 4 0 48.1637 52.3056
2007 08 4 0 226.033 421.784
2008 08 4 0 96.0003 65.4683
2009 08 4 1 61.3472 51.3116
2010 08 4 1 278.945 166.115
2011 08 4 0 10.2935 12.9576
2012 08 4 1 64.4316 52.5639
2013 08 4 0 40.6863 32.9599
2014 08 4 0 25.5256 23.6992
2015 08 4 1 10.0662 68.922
2016 08 4 0 19.6932 89.1792
1982 06 0 1 222.2 273.8
1983 06 0 1 381.3 235.4
1984 06 0 0 35.0 41.0
1985 06 0 0 116.0 340.8
1986 06 0 0 699.9 156.6
1987 06 0 1 2892 539.3
1988 06 0 1 246.2 261.5
1989 06 0 0 222.2 412.8
1990 06 0 0 158.5 1983
1991 06 0 1 225.1 228.6
1992 06 0 1 1363 674.8
1993 06 0 1 203.8 255.6
1994 06 0 1 191.3 556.2
1995 06 0 0 330.0 435.4
1996 06 0 0 193.5 50.3
1997 06 0 1 4620 308.9
1998 06 0 0 105.6 122.3
1999 06 0 1 194.4 369.8
2000 06 0 0 154.8 130.9
2001 06 0 0 181.6 379.1
2002 06 0 1 85.6 105.5
2003 06 0 0 337.0 100.5
2004 06 0 1 1296 238.4
2005 06 0 1 393.2 331.2
2006 06 0 0 80.1 412.2
2007 06 0 0 2610 2108
2008 06 0 0 78.1 233.8
2009 06 0 1 90.9 230.8
2010 06 0 0 188.9 638.4
2011 06 0 0 9.23 65.4
2012 06 0 0 71.0 394.9
2013 06 0 0 53.0 124.8
2014 06 0 1 87.7 279.5
2015 06 0 1 392.1 1704
2016 06 0 0 1000 727.1
1982 06 1 1 297.586 95.9852
1983 06 1 1 364.404 602.488
1984 06 1 0 324.8 78.8836
1985 06 1 0 322.467 179.224
1986 06 1 0 242.508 246.394
1987 06 1 1 493.271 616.557
1988 06 1 1 192.793 241.125
1989 06 1 0 206.853 245.21
1990 06 1 0 262.732 740.719
1991 06 1 1 196.905 230.365
1992 06 1 1 1168.08 3246.62
1993 06 1 1 547.129 841.741
1994 06 1 1 363.402 293.632
1995 06 1 0 131.884 266.935
1996 06 1 0 74.914 38.8304
1997 06 1 1 410.855 264.209
1998 06 1 0 38.2202 164.25
1999 06 1 1 379.363 71.3301
2000 06 1 0 615.936 64.8855
2001 06 1 0 818.65 308.071
2002 06 1 1 193.044 113.264
2003 06 1 0 102.727 100.63
2004 06 1 1 283.921 245.213
2005 06 1 1 258.252 221.32
2006 06 1 0 160.396 124.941
2007 06 1 0 826.22 673.595
2008 06 1 0 166.982 74.7059
2009 06 1 1 164.609 241.075
2010 06 1 0 234.09 338.165
2011 06 1 0 21.0029 69.2727
2012 06 1 0 45.2983 283.673
2013 06 1 0 66.7011 165.006
2014 06 1 1 190.864 322.268
2015 06 1 1 322.119 680.785
2016 06 1 0 121.427 358.958
1982 07 2 1 116.368 169.315
1983 07 2 0 176.167 217.848
1984 07 2 0 44.8723 77.7648
1985 07 2 0 103.569 74.0983
1986 07 2 0 327.285 216.635
1987 07 2 1 631.202 392.738
1988 07 2 1 159.103 123.965
1989 07 2 0 113.397 84.0134
1990 07 2 0 122.344 110.073
1991 07 2 1 122.733 165.515
1992 07 2 1 444.341 697.894
1993 07 2 1 163.807 262.385
1994 07 2 0 115.85 281.037
1995 07 2 0 248.748 228.832
1996 07 2 0 153.06 109.186
1997 07 2 1 542.912 671.01
1998 07 2 1 107.5 92.4349
1999 07 2 1 291.273 132.152
2000 07 2 0 126.579 91.0941
2001 07 2 0 135.355 100.707
2002 07 2 1 77.1193 75.1761
2003 07 2 0 131.369 145.129
2004 07 2 1 287.059 451.065
2005 07 2 0 306.05 233.535
2006 07 2 0 126.923 62.6319
2007 07 2 0 402.805 410.997
2008 07 2 0 145.654 61.8693
2009 07 2 1 110.845 49.8422
2010 07 2 1 222.139 124.624
2011 07 2 0 15.9628 26.0558
2012 07 2 1 40.645 106.127
2013 07 2 0 23.0133 68.7559
2014 07 2 0 25.5762 81.4993
2015 07 2 1 47.1401 241.088
2016 07 2 0 95.0214 294.005
1982 08 3 1 93.6073 94.1704
1983 08 3 0 73.6824 48.8294
1984 08 3 0 73.7208 82.1943
1985 08 3 0 107.084 112.768
1986 08 3 0 71.9341 47.4375
1987 08 3 1 263.874 218.457
1988 08 3 1 655.43 525.314
1989 08 3 0 85.8996 73.8451
1990 08 3 0 333.311 205.978
1991 08 3 1 136.533 86.46
1992 08 3 0 272.356 76.5094
1993 08 3 0 70.826 39.5277
1994 08 3 1 64.346 75.0124
1995 08 3 0 83.6043 132.109
1996 08 3 0 92.8233 72.7216
1997 08 3 1 267.486 165.742
1998 08 3 1 49.4102 55.981
1999 08 3 1 114.682 113.15
2000 08 3 0 62.7648 43.8745
2001 08 3 0 119.793 84.151
2002 08 3 1 499.898 436.24
2003 08 3 0 83.7212 72.1957
2004 08 3 1 112.856 107.561
2005 08 3 0 96.2183 80.2235
2006 08 3 0 58.716 37.6033
2007 08 3 0 321.806 464.655
2008 08 3 0 47.3562 51.6119
2009 08 3 1 62.5414 59.8536
2010 08 3 1 200.002 378.129
2011 08 3 0 13.1223 27.9445
2012 08 3 1 69.8154 109.85
2013 08 3 0 32.0473 50.7577
2014 08 3 0 23.7143 40.6006
2015 08 3 1 8.33682 76.6808
2016 08 3 0 13.9887 77.1017
1982 09 4 1 192.933 327.666
1983 09 4 0 153.377 183.203
1984 09 4 0 102.131 85.7829
1985 09 4 0 117.439 142.464
1986 09 4 1 149.626 132.638
1987 09 4 1 306.059 170.677
1988 09 4 1 216.08 227.65
1989 09 4 0 194.755 203.735
1990 09 4 0 270.386 317.677
1991 09 4 1 167.864 201.834
1992 09 4 0 179.682 223.452
1993 09 4 1 73.4074 104.714
1994 09 4 1 170.681 193.497
1995 09 4 0 117.554 96.5691
1996 09 4 0 282.391 235.331
1997 09 4 1 331.94 321.374
1998 09 4 0 1132.85 611.196
1999 09 4 1 157.166 114.415
2000 09 4 0 91.1659 114.472
2001 09 4 0 175.596 157.436
2002 09 4 1 200.545 230.167
2003 09 4 0 134.277 173.373
2004 09 4 1 226.761 257.397
2005 09 4 0 292.252 185.622
2006 09 4 1 104.65 77.9004
2007 09 4 1 615.841 864.022
2008 09 4 0 174.918 197.076
2009 09 4 1 136.57 167.511
2010 09 4 1 161.405 166.425
2011 09 4 0 33.3784 36.2029
2012 09 4 1 19.5925 29.1179
2013 09 4 0 22.8713 30.9642
2014 09 4 1 114.031 102.639
2015 09 4 1 444.27 129.502
2016 09 4 0 530.298 253.949
1982 07 0 1 116.6 222.2
1983 07 0 0 68.1 381.3
1984 07 0 0 58.9 35.0
1985 07 0 0 132.1 116.0
1986 07 0 0 70.1 699.9
1987 07 0 1 560.3 2892
1988 07 0 1 1796 246.2
1989 07 0 0 101.8 222.2
1990 07 0 0 629.3 158.5
1991 07 0 1 166.5 225.1
1992 07 0 1 407.6 1363
1993 07 0 1 82.6 203.8
1994 07 0 0 75.0 191.3
1995 07 0 0 132.2 330.0
1996 07 0 0 151.0 193.5
1997 07 0 1 551.3 4620
1998 07 0 1 78.8 105.6
1999 07 0 1 151.6 194.4
2000 07 0 0 43.2 154.8
2001 07 0 0 118.5 181.6
2002 07 0 1 1069 85.6
2003 07 0 0 87.2 337.0
2004 07 0 1 194.0 1296
2005 07 0 0 139.0 393.2
2006 07 0 0 53.7 80.1
2007 07 0 0 1748 2610
2008 07 0 0 76.6 78.1
2009 07 0 1 61.5 90.9
2010 07 0 1 364.0 188.9
2011 07 0 0 6.16 9.23
2012 07 0 1 56.9 71.0
2013 07 0 0 29.7 53.0
2014 07 0 0 38.6 87.7
2015 07 0 1 108.8 392.1
2016 07 0 0 110.2 1000
1982 07 1 1 106.975 133.701
1983 07 1 0 196.542 142.173
1984 07 1 0 40.4739 119.031
1985 07 1 0 106.095 94.3262
1986 07 1 0 254.46 105.301
1987 07 1 1 571.263 417.155
1988 07 1 1 268.595 99.535
1989 07 1 0 136.636 111.072
1990 07 1 0 74.4235 102.018
1991 07 1 1 105.26 140.058
1992 07 1 1 286.238 331.578
1993 07 1 1 158.741 160.877
1994 07 1 0 113.581 181.472
1995 07 1 0 179.375 156.846
1996 07 1 0 110.603 98.5673
1997 07 1 1 663.379 294.334
1998 07 1 1 76.8247 106.282
1999 07 1 1 323.015 107.342
2000 07 1 0 77.5854 101.13
2001 07 1 0 100.097 103.642
2002 07 1 1 83.7079 94.931
2003 07 1 0 206.725 154
2004 07 1 1 285.13 306.344
2005 07 1 0 229.519 146.439
2006 07 1 0 168.351 64.7823
2007 07 1 0 812.639 269.471
2008 07 1 0 107.872 70.9934
2009 07 1 1 98.4242 96.5351
2010 07 1 1 300.847 106.743
2011 07 1 0 15.3325 52.3369
2012 07 1 1 77.9591 97.1121
2013 07 1 0 53.2645 76.9965
2014 07 1 0 30.4127 115.249
2015 07 1 1 30.2475 311.968
2016 07 1 0 70.2369 149.547
1982 08 2 1 103.422 94.6573
1983 08 2 0 73.4961 47.6234
1984 08 2 0 63.3979 52.4911
1985 08 2 0 92.4974 159.054
1986 08 2 0 50.909 81.1346
1987 08 2 1 178.44 336.292
1988 08 2 1 738.816 550.187
1989 08 2 0 88.9411 62.5502
1990 08 2 0 340.599 194.213
1991 08 2 1 147.378 89.5836
1992 08 2 0 180.875 134.899
1993 08 2 0 68.3585 33.3955
1994 08 2 1 65.0188 69.1947
1995 08 2 0 130.679 97.4566
1996 08 2 0 109.183 109.948
1997 08 2 1 194.755 253.572
1998 08 2 1 57.4188 54.6612
1999 08 2 1 126.77 85.3493
2000 08 2 0 52.7903 33.8375
2001 08 2 0 97.0539 127.486
2002 08 2 1 455.404 373.267
2003 08 2 0 85.8892 83.0328
2004 08 2 1 120.948 115.474
2005 08 2 0 151.023 57.7883
2006 08 2 0 63.3097 38.5065
2007 08 2 0 384.366 301.915
2008 08 2 0 67.6931 55.2364
2009 08 2 1 64.548 31.276
2010 08 2 1 219.302 734.267
2011 08 2 0 18.1948 12.899
2012 08 2 1 136.354 65.5924
2013 08 2 0 26.4533 25.0911
2014 08 2 0 18.6595 46.5946
2015 08 2 1 10.482 118.689
2016 08 2 0 12.5125 99.3477
1982 09 3 1 212.491 195.817
1983 09 3 0 142.214 145.248
1984 09 3 0 99.3979 86.9672
1985 09 3 0 123.577 110.36
1986 09 3 1 122.346 93.5363
1987 09 3 1 282.118 213.22
1988 09 3 1 239.155 231.586
1989 09 3 0 159.049 297.844
1990 09 3 0 225.853 213.819
1991 09 3 1 146.318 141.225
1992 09 3 0 261.449 257.426
1993 09 3 1 123.254 131.654
1994 09 3 1 156.872 208.722
1995 09 3 0 70.1395 148.269
1996 09 3 0 252.04 314.191
1997 09 3 1 274.121 302.928
1998 09 3 0 767.252 771.426
1999 09 3 1 143.108 209.045
2000 09 3 0 86.1671 64.5158
2001 09 3 0 169.152 176.283
2002 09 3 1 164.786 147.688
2003 09 3 0 130.072 139.32
2004 09 3 1 260.54 274.299
2005 09 3 0 236.154 280.422
2006 09 3 1 78.7649 57.1978
2007 09 3 1 857.56 694.087
2008 09 3 0 166.254 146.808
2009 09 3 1 113.535 120.402
2010 09 3 1 137.189 223.676
2011 09 3 0 42.0738 36.3171
2012 09 3 1 19.959 16.7133
2013 09 3 0 24.9111 12.9389
2014 09 3 1 119.908 112.214
2015 09 3 1 183.114 143.928
2016 09 3 0 493.415 305.039
1982 10 4 1 222.066 174.32
1983 10 4 0 141.37 105.053
1984 10 4 1 74.1657 52.868
1985 10 4 0 138.337 130.511
1986 10 4 1 303.691 288.895
1987 10 4 1 336.357 292.606
1988 10 4 1 255.468 248.996
1989 10 4 0 213.806 186.184
1990 10 4 0 437.26 459.47
1991 10 4 1 320.534 303.321
1992 10 4 0 350.771 299.843
1993 10 4 1 260.671 188.276
1994 10 4 1 255.454 249.455
1995 10 4 1 219.438 251.795
1996 10 4 0 244.158 263.367
1997 10 4 1 265.944 121.692
1998 10 4 1 302.187 382.108
1999 10 4 1 204.863 158.12
2000 10 4 1 141.96 174.395
2001 10 4 0 180.805 219.249
2002 10 4 1 178.961 192.32
2003 10 4 0 227.009 226.353
2004 10 4 1 219.875 192.646
2005 10 4 0 178.543 173.645
2006 10 4 1 188.288 180.105
2007 10 4 1 402.534 444.293
2008 10 4 0 200.402 198.961
2009 10 4 1 202.73 272.348
2010 10 4 1 180.301 199.445
2011 10 4 1 48.636 73.9641
2012 10 4 0 64.3575 130
2013 10 4 0 289.866 300.842
2014 10 4 1 121.38 130.549
2015 10 4 1 120.801 110.095
2016 10 4 1 226.996 318.916
1982 08 0 1 123.3 116.6
1983 08 0 0 56.2 68.1
1984 08 0 0 23.8 58.9
1985 08 0 0 56.0 132.1
1986 08 0 0 78.2 70.1
1987 08 0 1 361.1 560.3
1988 08 0 1 214.5 1796
1989 08 0 0 111.7 101.8
1990 08 0 0 294.3 629.3
1991 08 0 1 110.6 166.5
1992 08 0 0 233.5 407.6
1993 08 0 0 59.0 82.6
1994 08 0 1 119.8 75.0
1995 08 0 0 55.8 132.2
1996 08 0 0 336.5 151.0
1997 08 0 1 238.5 551.3
1998 08 0 1 1100 78.8
1999 08 0 1 81.7 151.6
2000 08 0 0 34.8 43.2
2001 08 0 0 101.3 118.5
2002 08 0 1 98.9 1069
2003 08 0 0 66.0 87.2
2004 08 0 1 183.9 194.0
2005 08 0 0 157.9 139.0
2006 08 0 0 28.4 53.7
2007 08 0 0 1259 1748
2008 08 0 0 97.6 76.6
2009 08 0 1 53.6 61.5
2010 08 0 1 72.2 364.0
2011 08 0 0 3.69 6.16
2012 08 0 1 6.51 56.9
2013 08 0 0 8.23 29.7
2014 08 0 0 39.0 38.6
2015 08 0 1 51.4 108.8
2016 08 0 0 205.8 110.2
1982 08 1 1 70.8735 74.5956
1983 08 1 0 89.6219 47.7675
1984 08 1 0 52.9786 41.6397
1985 08 1 0 82.2273 89.9496
1986 08 1 0 51.1059 53.1434
1987 08 1 1 139.186 242.486
1988 08 1 1 433.064 611.43
1989 08 1 0 87.749 36.5271
1990 08 1 0 261.541 247.988
1991 08 1 1 126.071 129.623
1992 08 1 0 112.241 220.546
1993 08 1 0 42.6268 46.1557
1994 08 1 1 45.6708 31.9624
1995 08 1 0 182.454 110.9
1996 08 1 0 135.977 90.6212
1997 08 1 1 190.797 286.291
1998 08 1 1 79.0307 63.2673
1999 08 1 1 91.2576 81.9633
2000 08 1 0 72.7971 39.2998
2001 08 1 0 130.285 82.1726
2002 08 1 1 570.896 361.862
2003 08 1 0 71.7087 62.1965
2004 08 1 1 125.851 176.833
2005 08 1 0 163.346 93.0577
2006 08 1 0 65.2932 31.4648
2007 08 1 0 553.863 440.621
2008 08 1 0 51.0175 57.9672
2009 08 1 1 75.3271 65.9466
2010 08 1 1 277.605 236.012
2011 08 1 0 19.8732 30.0035
2012 08 1 1 52.1057 70.522
2013 08 1 0 23.297 34.5617
2014 08 1 0 15.6927 40.6584
2015 08 1 1 10.5104 118.64
2016 08 1 0 19.7366 123.922
1982 09 2 1 239.996 206.183
1983 09 2 0 156.614 166.518
1984 09 2 0 101.692 132.16
1985 09 2 0 89.892 215.615
1986 09 2 1 165.558 114.495
1987 09 2 1 370.124 291.904
1988 09 2 1 202.982 261.357
1989 09 2 0 171.488 208.791
1990 09 2 0 307.198 316.359
1991 09 2 1 198.833 168.221
1992 09 2 0 327.405 398.763
1993 09 2 1 112.395 146.305
1994 09 2 1 190.172 270.089
1995 09 2 0 116.036 143.117
1996 09 2 0 311.81 311.608
1997 09 2 1 274.151 277.82
1998 09 2 0 1148.08 538.69
1999 09 2 1 126.526 193.496
2000 09 2 0 110.858 88.6974
2001 09 2 0 223.352 176.739
2002 09 2 1 321.83 161.848
2003 09 2 0 95.3316 110.347
2004 09 2 1 221.457 222.755
2005 09 2 0 194.302 202.187
2006 09 2 1 94.3944 74.8929
2007 09 2 1 427.185 512.236
2008 09 2 0 193.086 182.613
2009 09 2 1 202.768 88.5038
2010 09 2 1 112.076 114.43
2011 09 2 0 48.8196 26.0918
2012 09 2 1 7.16106 16.6202
2013 09 2 0 18.7281 29.3209
2014 09 2 1 153.349 110.049
2015 09 2 1 256.213 148.886
2016 09 2 0 313.06 233.512
1982 10 3 1 213.056 203.516
1983 10 3 0 157.655 111.856
1984 10 3 1 71.0435 65.5748
1985 10 3 0 138.229 143.464
1986 10 3 1 308.604 322.56
1987 10 3 1 302.35 348.634
1988 10 3 1 217.566 188.52
1989 10 3 0 199.61 180.646
1990 10 3 0 449.605 407.381
1991 10 3 1 331.249 371.183
1992 10 3 0 396.038 365.631
1993 10 3 1 245.264 231.997
1994 10 3 1 280.956 258.394
1995 10 3 1 233.882 241.085
1996 10 3 0 269.66 266.592
1997 10 3 1 229.729 219.174
1998 10 3 1 311.531 339.812
1999 10 3 1 147.854 146.723
2000 10 3 1 168.07 174.942
2001 10 3 0 209.549 204.572
2002 10 3 1 196.781 155.349
2003 10 3 0 227.983 209.768
2004 10 3 1 215.221 193.663
2005 10 3 0 188.206 168.024
2006 10 3 1 191.421 176.822
2007 10 3 1 401.828 358.573
2008 10 3 0 185.398 188.221
2009 10 3 1 233.227 195.213
2010 10 3 1 176.855 197.149
2011 10 3 1 55.134 72.3187
2012 10 3 0 90.4732 102.752
2013 10 3 0 280.584 300.509
2014 10 3 1 123.244 132.493
2015 10 3 1 128.136 177.267
2016 10 3 1 248.203 259.623
1982 11 4 1 164.323 127.6
1983 11 4 1 111.61 108.145
1984 11 4 1 221.502 247.416
1985 11 4 0 922.132 990.283
1986 11 4 1 922.132 1091.04
1987 11 4 1 439.337 271.793
1988 11 4 1 131.764 188.255
1989 11 4 0 146.111 144.872
1990 11 4 0 361.951 267.353
1991 11 4 1 366.835 231.655
1992 11 4 0 280.797 199.034
1993 11 4 1 202.858 158.57
1994 11 4 1 294.977 216.07
1995 11 4 1 166.762 198.481
1996 11 4 0 971.395 1637.11
1997 11 4 1 560.816 260.39
1998 11 4 1 176.209 274.907
1999 11 4 1 84.2008 132.819
2000 11 4 1 440.103 490.368
2001 11 4 0 220.778 163.748
2002 11 4 1 306.914 253.593
2003 11 4 1 368.152 345.28
2004 11 4 1 274.958 194.957
2005 11 4 0 173.381 150.709
2006 11 4 1 151.717 150.169
2007 11 4 1 318.894 317.083
2008 11 4 0 84.4914 149.786
2009 11 4 1 789.147 270.449
2010 11 4 1 63.7391 136.935
2011 11 4 1 134.195 203.16
2012 11 4 0 124.861 121.242
2013 11 4 0 238.593 233.024
2014 11 4 1 83.4149 105.133
2015 11 4 1 116.377 138.949
2016 11 4 0 173.308 256.031
1982 09 0 1 120.4 123.3
1983 09 0 0 43.6 56.2
1984 09 0 0 16.7 23.8
1985 09 0 0 87.3 56.0
1986 09 0 1 671.0 78.2
1987 09 0 1 725.8 361.1
1988 09 0 1 168.7 214.5
1989 09 0 0 128.0 111.7
1990 09 0 0 1008 294.3
1991 09 0 1 398.8 110.6
1992 09 0 0 452.1 233.5
1993 09 0 1 172.6 59.0
1994 09 0 1 298.9 119.8
1995 09 0 0 313.1 55.8
1996 09 0 0 507.0 336.5
1997 09 0 1 256.3 238.5
1998 09 0 0 445.4 1100
1999 09 0 1 76.7 81.7
2000 09 0 0 110.5 34.8
2001 09 0 0 179.3 101.3
2002 09 0 1 105.1 98.9
2003 09 0 0 244.3 66.0
2004 09 0 1 144.0 183.9
2005 09 0 0 91.2 157.9
2006 09 0 1 90.0 28.4
2007 09 0 1 665.6 1259
2008 09 0 0 100.5 97.6
2009 09 0 1 170.5 53.6
2010 09 0 1 109.8 72.2
2011 09 0 0 10.5 3.69
2012 09 0 1 50.8 6.51
2013 09 0 0 375.5 8.23
2014 09 0 1 54.6 39.0
2015 09 0 1 46.2 51.4
2016 09 0 0 468.1 205.8
1982 09 1 1 205.581 181.916
1983 09 1 0 194.93 152.876
1984 09 1 0 103.195 185.407
1985 09 1 0 145.734 215.676
1986 09 1 1 164.45 159.308
1987 09 1 1 369.659 224.322
1988 09 1 1 215.776 250.381
1989 09 1 0 142.633 151.607
1990 09 1 0 275.93 530.301
1991 09 1 1 265.898 130.142
1992 09 1 0 255 317.798
1993 09 1 1 114.523 106.919
1994 09 1 1 172.087 372.468
1995 09 1 0 116.821 119.671
1996 09 1 0 234.612 343.883
1997 09 1 1 527.606 134.4
1998 09 1 0 683.396 574.178
1999 09 1 1 100.482 134.896
2000 09 1 0 85.7978 94.1667
2001 09 1 0 238.576 174.433
2002 09 1 1 210.637 235.495
2003 09 1 0 110.975 191.909
2004 09 1 1 213.694 301.987
2005 09 1 0 240.376 224.882
2006 09 1 1 118.291 112.167
2007 09 1 1 773.64 676.303
2008 09 1 0 140.599 152.389
2009 09 1 1 141.095 150.203
2010 09 1 1 124.56 66.2873
2011 09 1 0 32.4005 8.32419
2012 09 1 1 11.093 20.2975
2013 09 1 0 27.0616 29.6135
2014 09 1 1 133.942 87.2236
2015 09 1 1 146.769 64.8021
2016 09 1 0 500.507 217.701
1982 10 2 1 226.514 208.92
1983 10 2 0 144.204 132.619
1984 10 2 1 76.1743 63.4414
1985 10 2 0 146.173 132.622
1986 10 2 1 311.173 278.741
1987 10 2 1 342.792 302.212
1988 10 2 1 222.65 239.924
1989 10 2 0 197.706 193.662
1990 10 2 0 425.93 498.508
1991 10 2 1 346.508 368.886
1992 10 2 0 422.183 308.064
1993 10 2 1 289.988 217.662
1994 10 2 1 347.908 264.323
1995 10 2 1 201.006 283.798
1996 10 2 0 244.716 263.231
1997 10 2 1 313.631 186.318
1998 10 2 1 260.958 305.757
1999 10 2 1 135.524 145.128
2000 10 2 1 162.597 167.312
2001 10 2 0 208.799 209.35
2002 10 2 1 175.874 166.76
2003 10 2 0 241.315 247.619
2004 10 2 1 230.475 188.976
2005 10 2 0 174.451 175.46
2006 10 2 1 173.614 171.62
2007 10 2 1 383.347 371.376
2008 10 2 0 169.035 185.71
2009 10 2 1 233.095 233.149
2010 10 2 1 149.841 214.473
2011 10 2 1 47.2133 86.1005
2012 10 2 0 91.5812 132.824
2013 10 2 0 298.026 294.87
2014 10 2 1 165.869 134.011
2015 10 2 1 163.083 76.8826
2016 10 2 1 219.845 351.001
1982 11 3 1 167.828 187.273
1983 11 3 1 106.986 43.0331
1984 11 3 1 253.659 216.627
1985 11 3 0 1093.68 1214.21
1986 11 3 1 1179.3 835.715
1987 11 3 1 333.135 351.764
1988 11 3 1 173.409 168.015
1989 11 3 0 142.613 97.16
1990 11 3 0 285.739 327.667
1991 11 3 1 244.505 246.701
1992 11 3 0 222.638 297.177
1993 11 3 1 186.291 241.169
1994 11 3 1 239.045 266.993
1995 11 3 1 201.548 178.822
1996 11 3 0 1701.91 1407.18
1997 11 3 1 305.2 499.734
1998 11 3 1 259.259 295.075
1999 11 3 1 124.769 165.828
2000 11 3 1 475.675 410.668
2001 11 3 0 148.802 174.773
2002 11 3 1 271.024 198.589
2003 11 3 1 381.919 337.56
2004 11 3 1 173.508 206.563
2005 11 3 0 146.252 139.545
2006 11 3 1 168.028 137.406
2007 11 3 1 289.526 268.778
2008 11 3 0 149.919 135.534
2009 11 3 1 284.149 315.557
2010 11 3 1 123.849 124.812
2011 11 3 1 188.578 178.239
2012 11 3 0 119.981 94.9265
2013 11 3 0 248.007 213.823
2014 11 3 1 119.661 117.004
2015 11 3 1 117.789 130.79
2016 11 3 0 174.239 315.003
1982 12 4 1 331.006 254.673
1983 12 4 0 202.718 186.109
1984 12 4 1 189.844 194.514
1985 12 4 0 173.718 173.225
1986 12 4 1 368.39 418.102
1987 12 4 1 220.041 378.678
1988 12 4 1 161.517 212.128
1989 12 4 0 187.757 193.305
1990 12 4 1 231.469 196.874
1991 12 4 1 262.439 265.507
1992 12 4 0 279.313 243.502
1993 12 4 0 188.07 201.36
1994 12 4 1 304.187 105.351
1995 12 4 1 153.55 172.544
1996 12 4 0 358.679 358.581
1997 12 4 1 267.914 434.244
1998 12 4 1 174.659 284.312
1999 12 4 1 67.5121 83.7664
2000 12 4 1 1125.52 868.961
2001 12 4 0 718.898 388.367
2002 12 4 1 349.142 240.818
2003 12 4 0 169.102 166.903
2004 12 4 1 550.075 1013.32
2005 12 4 1 208.328 137.548
2006 12 4 1 203.661 110.345
2007 12 4 1 336.619 187.785
2008 12 4 1 175.288 231.964
2009 12 4 1 446.055 211.069
2010 12 4 1 84.7602 136.94
2011 12 4 1 84.7284 184.156
2012 12 4 0 75.1186 65.094
2013 12 4 0 181.143 160.561
2014 12 4 1 156.629 135.467
2015 12 4 1 184.286 261.706
2016 12 4 0 130.175 313.259
1982 10 0 1 95.8 120.4
1983 10 0 0 59.8 43.6
1984 10 0 1 205.3 16.7
1985 10 0 0 1219 87.3
1986 10 0 1 1324 671.0
1987 10 0 1 329.7 725.8
1988 10 0 1 157.2 168.7
1989 10 0 0 108.1 128.0
1990 10 0 0 255.9 1008
1991 10 0 1 223.5 398.8
1992 10 0 0 189.6 452.1
1993 10 0 1 137.0 172.6
1994 10 0 1 205.5 298.9
1995 10 0 1 165.2 313.1
1996 10 0 0 2796 507.0
1997 10 0 1 249.2 256.3
1998 10 0 1 263.7 445.4
1999 10 0 1 93.8 76.7
2000 10 0 1 1712 110.5
2001 10 0 0 154.6 179.3
2002 10 0 1 232.2 105.1
2003 10 0 0 456.1 244.3
2004 10 0 1 173.3 144.0
2005 10 0 0 107.2 91.2
2006 10 0 1 95.2 90.0
2007 10 0 1 286.8 665.6
2008 10 0 0 99.0 100.5
2009 10 0 1 269.2 170.5
2010 10 0 1 75.4 109.8
2011 10 0 1 128.2 10.5
2012 10 0 0 61.6 50.8
2013 10 0 0 188.1 375.5
2014 10 0 1 64.0 54.6
2015 10 0 1 104.4 46.2
2016 10 0 1 227.8 468.1
1982 10 1 1 221.46 230.142
1983 10 1 0 169.975 125.887
1984 10 1 1 114.981 64.5454
1985 10 1 0 157.464 132.778
1986 10 1 1 348.319 302.159
1987 10 1 1 327.879 328.051
1988 10 1 1 232.006 190.447
1989 10 1 0 220.45 182.545
1990 10 1 0 451.08 465.406
1991 10 1 1 299.803 314.99
1992 10 1 0 318.6 327.225
